	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
410829	USA/CA-QDX-4086/2021	EPI_ISL_903474	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
410833	USA/CA-QDX-4091/2021	EPI_ISL_903476	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
410977	USA/CA-QDX-4287/2021	EPI_ISL_915280	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
411034	USA/CA-QDX-4362/2021	EPI_ISL_925138	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
411056	USA/CA-QDX-4383/2021	EPI_ISL_914928	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
411084	USA/CA-QDX-4411/2021	EPI_ISL_914953	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
411252	USA/CA-SC20059/2020	EPI_ISL_831894	Santa Clara County Public Health Laboratory	Santa Clara County Public Health Laboratory	Santa Clara County Public Health Department et al
411474	USA/CA-SEARCH-5378/2020	EPI_ISL_755190	UCSD EXCITE lab	Andersen lab at Scripps Research	SEARCH Alliance San Diego et al
411485	USA/CA-SEARCH-5389/2020	EPI_ISL_755200	UCSD EXCITE lab	Andersen lab at Scripps Research	SEARCH Alliance San Diego et al
411525	USA/CA-SEARCH-5520/2020	EPI_ISL_755135	San Diego County Public Health Laboratory	Andersen lab at Scripps Research	SEARCH Alliance San Diego with Tracy Basler et al
411526	USA/CA-SEARCH-5521/2020	EPI_ISL_755276	San Diego County Public Health Laboratory	Andersen lab at Scripps Research	SEARCH Alliance San Diego with Tracy Basler et al
411809	USA/CA-UCLA-238/2020	EPI_ISL_537544	UCLA Pathology Clinical Microbiology Lab	Kruglyak Lab	Guo et al. et al
411961	USA/CA-UCSF-UC1088/2021	EPI_ISL_977966	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Charles Chiu et al
411968	USA/CA-UCSF-UC1095/2021	EPI_ISL_977973	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Charles Chiu et al
412024	USA/CA-UCSF-UC802/2020	EPI_ISL_977983	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Charles Chiu et al
412030	USA/CA-UCSF-UC808/2020	EPI_ISL_977989	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Charles Chiu et al
412036	USA/CA-UCSF-UC814/2020	EPI_ISL_977995	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Charles Chiu et al
412050	USA/CA-UCSF-UC828/2020	EPI_ISL_978008	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Charles Chiu et al
412063	USA/CA-UCSF-UC841/2020	EPI_ISL_978021	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Charles Chiu et al
412069	USA/CA-UCSF-UC847/2020	EPI_ISL_978027	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Charles Chiu et al
412073	USA/CA-UCSF-UC851/2020	EPI_ISL_978031	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Charles Chiu et al
412085	USA/CA-UCSF-UC863/2020	EPI_ISL_978957	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Charles Chiu et al
412164	USA/CA-UCSF-UC942/2021	EPI_ISL_978116	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Charles Chiu et al
412249	USA/CO-Broad-CMU_00007/2020	EPI_ISL_765575	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412250	USA/CO-Broad-CMU_00010/2020	EPI_ISL_765576	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412251	USA/CO-Broad-CMU_00017/2020	EPI_ISL_872745	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412252	USA/CO-Broad-CMU_00023/2020	EPI_ISL_872746	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412256	USA/CO-Broad-CMU_00043/2020	EPI_ISL_872750	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412257	USA/CO-Broad-CMU_00051/2020	EPI_ISL_872751	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412264	USA/CO-Broad-CMU_00075/2020	EPI_ISL_872758	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412266	USA/CO-Broad-CMU_00080/2020	EPI_ISL_872760	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412269	USA/CO-Broad-CMU_00088/2020	EPI_ISL_872763	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412271	USA/CO-Broad-CMU_00090/2020	EPI_ISL_872765	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412272	USA/CO-Broad-CMU_00091/2020	EPI_ISL_872766	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412273	USA/CO-Broad-CMU_00092/2020	EPI_ISL_872767	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412275	USA/CO-Broad-CMU_00098/2020	EPI_ISL_872769	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412277	USA/CO-Broad-CMU_00101/2020	EPI_ISL_872771	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412279	USA/CO-Broad-CMU_00107/2020	EPI_ISL_872773	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412280	USA/CO-Broad-CMU_00108/2020	EPI_ISL_872774	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412282	USA/CO-Broad-CMU_00110/2020	EPI_ISL_872776	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412283	USA/CO-Broad-CMU_00111/2020	EPI_ISL_872777	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412286	USA/CO-Broad-CMU_00116/2020	EPI_ISL_765579	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412287	USA/CO-Broad-CMU_00118/2020	EPI_ISL_765580	Colorado Mesa University	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
412304	USA/CO-CDC-2-3773939/2020	EPI_ISL_903781	CO Dept. of Public Health and Environment, Lab Services Division	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
412317	USA/CO-CDC-LC0004250/2021	EPI_ISL_886236	Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
412323	USA/CO-CDC-LC0005560/2021	EPI_ISL_886721	Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
412342	USA/CO-CDPHE-1040778836/2021	EPI_ISL_954835	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
412348	USA/CO-CDPHE-1040781293/2021	EPI_ISL_954829	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
412349	USA/CO-CDPHE-1040781591/2021	EPI_ISL_954901	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
412353	USA/CO-CDPHE-1040782937/2021	EPI_ISL_954884	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
412811	USA/CO-CDPHE-2100014301/2020	EPI_ISL_771302	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
412908	USA/CO-CDPHE-2100154887/2020	EPI_ISL_983857	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
412953	USA/CO-CDPHE-2100192633/2021	EPI_ISL_983816	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
412987	USA/CO-CDPHE-2100222408/2021	EPI_ISL_954845	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413005	USA/CO-CDPHE-2100231639/2021	EPI_ISL_954945	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413012	USA/CO-CDPHE-2100231932/2021	EPI_ISL_954957	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413013	USA/CO-CDPHE-2100231933/2021	EPI_ISL_954958	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413014	USA/CO-CDPHE-2100231934/2021	EPI_ISL_954959	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413015	USA/CO-CDPHE-2100231936/2021	EPI_ISL_954960	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413018	USA/CO-CDPHE-2100232186/2021	EPI_ISL_954851	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413033	USA/CO-CDPHE-2100232699/2021	EPI_ISL_954836	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413036	USA/CO-CDPHE-2100232763/2021	EPI_ISL_954964	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413037	USA/CO-CDPHE-2100232805/2021	EPI_ISL_954849	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413045	USA/CO-CDPHE-2100232974/2021	EPI_ISL_954888	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413049	USA/CO-CDPHE-2100233026/2021	EPI_ISL_954824	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413051	USA/CO-CDPHE-2100233062/2021	EPI_ISL_954889	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413052	USA/CO-CDPHE-2100233088/2021	EPI_ISL_954866	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413057	USA/CO-CDPHE-2100233187/2021	EPI_ISL_954890	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413059	USA/CO-CDPHE-2100233233/2021	EPI_ISL_954833	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413060	USA/CO-CDPHE-2100233237/2021	EPI_ISL_954841	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413063	USA/CO-CDPHE-2100233295/2021	EPI_ISL_954891	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413072	USA/CO-CDPHE-2100233699/2021	EPI_ISL_954839	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413080	USA/CO-CDPHE-2100235268/2021	EPI_ISL_954992	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413112	USA/CO-CDPHE-2100242166/2021	EPI_ISL_955015	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413113	USA/CO-CDPHE-2100242184/2021	EPI_ISL_955016	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413131	USA/CO-CDPHE-2100249964/2021	EPI_ISL_955033	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413146	USA/CO-CDPHE-2100255890/2021	EPI_ISL_955039	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413147	USA/CO-CDPHE-2100255893/2021	EPI_ISL_955040	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413156	USA/CO-CDPHE-2100261003/2021	EPI_ISL_955045	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413160	USA/CO-CDPHE-2100261007/2021	EPI_ISL_955054	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413164	USA/CO-CDPHE-2100270517/2021	EPI_ISL_955058	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413172	USA/CO-CDPHE-2100279729/2021	EPI_ISL_983771	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413176	USA/CO-CDPHE-2100280008/2021	EPI_ISL_983733	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413178	USA/CO-CDPHE-2100288950/2021	EPI_ISL_983784	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413182	USA/CO-CDPHE-2100288956/2021	EPI_ISL_983761	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413184	USA/CO-CDPHE-2100288959/2021	EPI_ISL_983718	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413190	USA/CO-CDPHE-2100289028/2021	EPI_ISL_983763	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413198	USA/CO-CDPHE-2100298109/2021	EPI_ISL_983778	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413201	USA/CO-CDPHE-2100298199/2021	EPI_ISL_983780	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413205	USA/CO-CDPHE-2100298216/2021	EPI_ISL_983752	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413206	USA/CO-CDPHE-2100298221/2021	EPI_ISL_983753	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413229	USA/CO-CDPHE-2100319789/2021	EPI_ISL_983794	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413232	USA/CO-CDPHE-2100319800/2021	EPI_ISL_983788	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413234	USA/CO-CDPHE-2100319807/2021	EPI_ISL_983731	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413241	USA/CO-CDPHE-2100331377/2021	EPI_ISL_983738	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413245	USA/CO-CDPHE-2100341402/2021	EPI_ISL_983739	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413250	USA/CO-CDPHE-21A-011M0499/2021	EPI_ISL_954921	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413258	USA/CO-CDPHE-B0000297S/2021	EPI_ISL_954886	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413275	USA/CO-CDPHE-H013123013/2021	EPI_ISL_954911	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413287	USA/CO-CDPHE-V40909483/2021	EPI_ISL_954930	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
413447	USA/CO-USAFSAM-S696/2020	EPI_ISL_831758	United States Air Force School of Aerospace Medicine	United States Air Force School of Aerospace Medicine	Anthony Fries et al
413473	USA/CT-CDC-2-3714083/2020	EPI_ISL_751706	CT-Dr. Katherine A. Kelley State Public Health Lab	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al
413519	USA/CT-CDC-STM-A100453/2021	EPI_ISL_850712	Helix / Illumina	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
413588	USA/CT-QDX-2971/2021	EPI_ISL_854851	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
413589	USA/CT-QDX-2972/2021	EPI_ISL_854852	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
413634	USA/CT-QDX-3945/2021	EPI_ISL_906426	Quest Diagnostics	Quest Diagnostics	Rosenthal et al
414083	USA/CT-Yale-345/2020	EPI_ISL_527762	Connecticut State Department of Public Health	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414090	USA/CT-Yale-352/2020	EPI_ISL_527769	Connecticut State Department of Public Health	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414178	USA/CT-Yale-505/2020	EPI_ISL_729739	Grubaugh Lab - Yale School of Public Health	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414181	USA/CT-Yale-509/2020	EPI_ISL_729776	Grubaugh Lab - Yale School of Public Health	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414182	USA/CT-Yale-510/2020	EPI_ISL_729775	Grubaugh Lab - Yale School of Public Health	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414185	USA/CT-Yale-514/2020	EPI_ISL_729771	Grubaugh Lab - Yale School of Public Health	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414188	USA/CT-Yale-518/2020	EPI_ISL_729774	Grubaugh Lab - Yale School of Public Health	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414190	USA/CT-Yale-522/2020	EPI_ISL_729767	Yale Pathology Lab	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414191	USA/CT-Yale-523/2020	EPI_ISL_729764	Yale Pathology Lab	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414192	USA/CT-Yale-525/2020	EPI_ISL_729742	Yale Pathology Lab	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414193	USA/CT-Yale-526/2020	EPI_ISL_729751	Yale Pathology Lab	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414195	USA/CT-Yale-528/2020	EPI_ISL_729777	Yale Pathology Lab	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414201	USA/CT-Yale-570/2020	EPI_ISL_730054	Connecticut Department of Health	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414202	USA/CT-Yale-571/2020	EPI_ISL_730055	Connecticut Department of Health	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
414246	USA/CT-Yale-642/2020	EPI_ISL_802502	Connecticut Department of Health	Grubaugh Lab - Yale School of Public Health	Tara Alpert et al
414247	USA/CT-Yale-643/2020	EPI_ISL_802503	Connecticut Department of Health	Grubaugh Lab - Yale School of Public Health	Tara Alpert et al
414248	USA/CT-Yale-644/2020	EPI_ISL_802504	Connecticut Department of Health	Grubaugh Lab - Yale School of Public Health	Tara Alpert et al
414249	USA/CT-Yale-645/2020	EPI_ISL_802505	Connecticut Department of Health	Grubaugh Lab - Yale School of Public Health	Tara Alpert et al
414278	USA/CT-Yale-S048/2021	EPI_ISL_861734	Yale Pathology Lab	Grubaugh Lab - Yale School of Public Health	Tara Alpert et al
414285	USA/CT-Yale-S126/2021	EPI_ISL_861745	Yale Pathology Lab	Grubaugh Lab - Yale School of Public Health	Tara Alpert et al
414292	USA/CT-Yale-S220/2021	EPI_ISL_912167	Yale Pathology Lab	Grubaugh Lab - Yale School of Public Health	Tara Alpert et al
414499	USA/DC-HP01102/2020	EPI_ISL_860950	Johns Hopkins Hospital Department of Pathology	Johns Hopkins Hospital Department of Pathology	C. Paul Morris et al
414538	USA/DE-CDC-LC0003711/2021	EPI_ISL_886344	Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
414548	USA/DE-CDC-STM-000005353/2021	EPI_ISL_967094	Helix/Illumina	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
414549	USA/DE-CDC-STM-000005610/2021	EPI_ISL_967022	Helix/Illumina	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
414814	USA/DE-DHSS-F981528/2020	EPI_ISL_708422	Delaware Public Health Lab	Delaware Public Health Lab	Gregory Hovan et al
414867	USA/DE-DHSS-FLW00407558/2020	EPI_ISL_767009	Delaware Public Health Laboratory	Delaware Public Health Laboratory	Gregory Hovan et al
414890	USA/DE-DHSS-FLW00570655/2020	EPI_ISL_812302	Delaware Public Health Lab	Delaware Public Health Lab	Gregory Hovan et al
414902	USA/DE-DHSS-FLW00606620/2021	EPI_ISL_849340	Delaware Public Health Lab	Delaware Public Health Lab	Gregory Hovan et al
414910	USA/DE-DHSS-FLW00616123/2021	EPI_ISL_961128	Delaware Public Health Laboratory	Delaware Public Health Lab	Gregory Hovan et al
414948	USA/DE-DHSS-FLW00677373/2021	EPI_ISL_933747	DPHL	Delaware Public Health Lab	Gregory Hovan et al
414954	USA/DE-DHSS-FLW00683932/2021	EPI_ISL_933741	DPHL	Delaware Public Health Lab	Gregory Hovan et al
414959	USA/DE-DHSS-FLW00690546/2021	EPI_ISL_933735	DPHL	Delaware Public Health Lab	Gregory Hovan et al
415096	USA/FL-BPHL-0060/2021	EPI_ISL_965020	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
416693	USA/FL-BPHL-1594/2020	EPI_ISL_594284	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
416763	USA/FL-BPHL-1664/2020	EPI_ISL_594353	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417245	USA/FL-BPHL-2146/2020	EPI_ISL_653299	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417269	USA/FL-BPHL-2170/2020	EPI_ISL_653323	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417285	USA/FL-BPHL-2186/2020	EPI_ISL_653339	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417553	USA/FL-BPHL-2454/2020	EPI_ISL_848864	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417557	USA/FL-BPHL-2458/2020	EPI_ISL_848853	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417633	USA/FL-BPHL-2534/2020	EPI_ISL_848856	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417680	USA/FL-BPHL-2581/2020	EPI_ISL_848805	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417712	USA/FL-BPHL-2613/2020	EPI_ISL_848717	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417715	USA/FL-BPHL-2616/2020	EPI_ISL_848682	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417718	USA/FL-BPHL-2619/2020	EPI_ISL_848686	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417814	USA/FL-BPHL-2715/2020	EPI_ISL_848667	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417819	USA/FL-BPHL-2720/2020	EPI_ISL_848650	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417820	USA/FL-BPHL-2721/2020	EPI_ISL_848649	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417901	USA/FL-BPHL-2802/2020	EPI_ISL_876558	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417902	USA/FL-BPHL-2803/2020	EPI_ISL_876559	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417913	USA/FL-BPHL-2814/2020	EPI_ISL_876522	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417914	USA/FL-BPHL-2815/2020	EPI_ISL_876553	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417921	USA/FL-BPHL-2822/2020	EPI_ISL_876534	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417922	USA/FL-BPHL-2823/2020	EPI_ISL_876535	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
417924	USA/FL-BPHL-2825/2020	EPI_ISL_876536	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
418038	USA/FL-BPHL-2939/2020	EPI_ISL_935460	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
418039	USA/FL-BPHL-2940/2020	EPI_ISL_935461	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
418050	USA/FL-BPHL-2951/2020	EPI_ISL_935472	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
418080	USA/FL-BPHL-2981/2020	EPI_ISL_935502	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
418083	USA/FL-BPHL-2984/2020	EPI_ISL_935505	Florida Bureau of Public Health Laboratories	Florida Bureau of Public Health Laboratories	Sarah Schmedes et al
418115	USA/FL-CDC-3811/2020	EPI_ISL_594465	FL Bureau of Public Health Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao et al
418135	USA/FL-CDC-LC00001127/2020	EPI_ISL_888222	Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
418137	USA/FL-CDC-LC00001129/2020	EPI_ISL_888354	Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
418153	USA/FL-CDC-LC00002292/2020	EPI_ISL_888134	Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
418160	USA/FL-CDC-LC0003639/2021	EPI_ISL_886310	Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
418162	USA/FL-CDC-LC0003646/2021	EPI_ISL_886854	Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
418184	USA/FL-CDC-STM-0000013-A08/2021	EPI_ISL_884630	Respiratory Viruses Branch, Centers for Disease Control and Prevention	Respiratory Viruses Branch, Centers for Disease Control and Prevention	Cook et al
418229	USA/FL-CDC-STM-000001653/2021	EPI_ISL_967291	Helix/Illumina	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
418253	USA/FL-CDC-STM-0000025-E09/2021	EPI_ISL_884657	Respiratory Viruses Branch, Centers for Disease Control and Prevention	Respiratory Viruses Branch, Centers for Disease Control and Prevention	Cook et al
418313	USA/FL-CDC-STM-000003545/2021	EPI_ISL_967796	Helix/Illumina	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
