	strain	gisaid_epi_isl	originating_lab	submitting_lab	authors
239555	England/QEUH-9AE4A5/2020	EPI_ISL_637547	Department of Pathology, University of Cambridge	COVID-19 Genomics UK (COG-UK) Consortium	Aminu S. Jahun et al
239594	England/QEUH-9AE8F4/2020	EPI_ISL_577254	University of Exeter	COVID-19 Genomics UK (COG-UK) Consortium	Ben Temperton et al
239596	England/QEUH-9AE95B/2020	EPI_ISL_577256	University of Exeter	COVID-19 Genomics UK (COG-UK) Consortium	Ben Temperton et al
239746	England/QEUH-9B3D93/2020	EPI_ISL_572457	Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield	COVID-19 Genomics UK (COG-UK) Consortium	Thushan de Silva et al
239760	England/QEUH-9B3F15/2020	EPI_ISL_572458	Virology Department, Sheffield Teaching Hospitals NHS Foundation Trust/Department of Infection, Immunity and Cardiovascular Disease, The Medical School, University of Sheffield	COVID-19 Genomics UK (COG-UK) Consortium	Thushan de Silva et al
239775	England/QEUH-9B41E1/2020	EPI_ISL_559881	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
239796	England/QEUH-9B463D/2020	EPI_ISL_590201	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239861	England/QEUH-9B4C4A/2020	EPI_ISL_590318	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239943	England/QEUH-9B5353/2020	EPI_ISL_590222	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
239991	England/QEUH-9B6F30/2020	EPI_ISL_590627	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240017	England/QEUH-9B7175/2020	EPI_ISL_590618	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240184	England/QEUH-9B7FE4/2020	EPI_ISL_590643	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240221	England/QEUH-9B83C9/2020	EPI_ISL_549600	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240419	England/QEUH-9B99C6/2020	EPI_ISL_549705	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240494	England/QEUH-9BA0B1/2020	EPI_ISL_573577	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
240670	England/QEUH-9C81F9/2020	EPI_ISL_567102	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240671	England/QEUH-9C8205/2020	EPI_ISL_567098	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240765	England/QEUH-9C8988/2020	EPI_ISL_567192	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
240926	England/QEUH-9C990F/2020	EPI_ISL_567270	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
241109	England/QEUH-9CA91D/2020	EPI_ISL_567463	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
242107	England/QEUH-9DE10F/2020	EPI_ISL_599800	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
242465	England/QEUH-9F2F74/2020	EPI_ISL_588647	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
242505	England/QEUH-9F33C2/2020	EPI_ISL_588478	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
242647	England/QEUH-9F3F73/2020	EPI_ISL_588601	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
242740	England/QEUH-9F4992/2020	EPI_ISL_588358	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
242939	England/QEUH-9F5AE9/2020	EPI_ISL_588766	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
242951	England/QEUH-9F5BC8/2020	EPI_ISL_588436	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
242968	England/QEUH-9F5D1D/2020	EPI_ISL_588454	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
243043	England/QEUH-9F64DB/2020	EPI_ISL_588419	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
243694	England/QEUH-9FADEB/2020	EPI_ISL_588074	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
244019	England/QEUH-A00534/2020	EPI_ISL_584886	University of Exeter	COVID-19 Genomics UK (COG-UK) Consortium	Ben Temperton et al
244330	England/QEUH-A0BA67/2020	EPI_ISL_599317	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
244668	England/QEUH-A1F417/2020	EPI_ISL_587515	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
244674	England/QEUH-A1F4AE/2020	EPI_ISL_587469	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
245071	England/QEUH-A367B7/2020	EPI_ISL_706919	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
245939	England/QEUH-A8A963/2020	EPI_ISL_638863	Oxford Viromics, NDM, University of Oxford; Oxford University Hospitals; Basingstoke and North Hampshire Hospital	COVID-19 Genomics UK (COG-UK) Consortium	Tanya Golubchik et al
248607	England/QEUH-AF0A65/2020	EPI_ISL_662685	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
249348	England/QEUH-B0EDA6/2020	EPI_ISL_642657	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
249487	England/QEUH-B1013C/2020	EPI_ISL_642734	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
249841	England/QEUH-B122EC/2020	EPI_ISL_642606	Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	Harper VanSteenhouse et al
269415	France/ARA-0001028/2020	EPI_ISL_900541	Gen-Bio	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
269974	France/ARA-59384/2020	EPI_ISL_582121	Centre Hospitalier de Bourg en Bresse	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
269977	France/ARA-59684/2020	EPI_ISL_692734	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
269984	France/ARA-60729/2020	EPI_ISL_683372	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
269987	France/ARA-61889/2020	EPI_ISL_692736	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270016	France/ARA-67649/2020	EPI_ISL_683387	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270044	France/ARA-71476/2020	EPI_ISL_692748	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270063	France/ARA-75260/2020	EPI_ISL_683399	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270096	France/ARA-CDP20536/2020	EPI_ISL_582114	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270109	France/ARA-CDP82210/2020	EPI_ISL_582117	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270113	France/ARA-CDP82488/2020	EPI_ISL_582113	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270285	France/ARA-SC2104/2020	EPI_ISL_900538	Gen-Bio	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270286	France/ARA-SC2105/2020	EPI_ISL_900540	Gen-Bio	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270287	France/ARA-SC2106/2020	EPI_ISL_900502	Gen-Bio	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270288	France/ARA-SC2107/2020	EPI_ISL_900539	Gen-Bio	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270289	France/ARA-SC2109/2020	EPI_ISL_900542	Gen-Bio	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270290	France/ARA-SC2110/2020	EPI_ISL_900536	Gen-Bio	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270291	France/ARA-SC2111/2020	EPI_ISL_900537	Gen-Bio	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270442	France/ARA97311/2020	EPI_ISL_640010	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
270565	France/BRE-BR9063/2020	EPI_ISL_613552	CHRU Pontchaillou - Laboratoire de Virologie 2, rue Henri Le Guilloux	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270670	France/BRE-IPP11268/2020	EPI_ISL_791991	CHU - Hôpital Cavale Blanche	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270672	France/BRE-IPP11293/2020	EPI_ISL_791993	CHU - Hôpital Cavale Blanche	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270674	France/BRE-IPP11297/2020	EPI_ISL_791995	CHU - Hôpital Cavale Blanche	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270678	France/BRE-IPP11306/2020	EPI_ISL_791999	CHU - Hôpital Cavale Blanche	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270679	France/BRE-IPP11307/2020	EPI_ISL_754853	CHU - Hôpital Cavale Blanche - Labo. de Virologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270680	France/BRE-IPP11308/2020	EPI_ISL_754854	CHU - Hôpital Cavale Blanche - Labo. de Virologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270681	France/BRE-IPP11309/2020	EPI_ISL_754855	CHU - Hôpital Cavale Blanche - Labo. de Virologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270684	France/BRE-IPP9944/2020	EPI_ISL_693758	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270685	France/BRE-IPP9945/2020	EPI_ISL_693759	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270686	France/BRE-IPP9946/2020	EPI_ISL_693760	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270688	France/BRE-IPP9954/2020	EPI_ISL_693762	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270689	France/BRE-IPP9955/2020	EPI_ISL_693763	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270705	France/BRE-IPP9981/2020	EPI_ISL_718238	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270732	France/Bre-IPP11282/2020	EPI_ISL_832153	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270733	France/Bre-IPP11283/2020	EPI_ISL_832154	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270734	France/Bre-IPP11284/2020	EPI_ISL_832155	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270735	France/Bre-IPP11285/2020	EPI_ISL_832156	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270737	France/Bre-IPP11287/2020	EPI_ISL_832158	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270738	France/Bre-IPP11288/2020	EPI_ISL_832159	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270742	France/Bre-IPP11292/2020	EPI_ISL_832163	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270887	France/GE-IPP10946/2020	EPI_ISL_832135	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270888	France/GE-IPP10949/2020	EPI_ISL_832136	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270890	France/GE-IPP10952/2020	EPI_ISL_832138	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270891	France/GE-IPP10955/2020	EPI_ISL_832139	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270914	France/GE-IPP11363/2020	EPI_ISL_832192	Laboratory Analyses Med	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270915	France/GE-IPP11366/2020	EPI_ISL_832193	Laboratory Analyses Med	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
270920	France/GE-IPP11376/2020	EPI_ISL_890894	Hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
271192	France/IDF-0001025/2020	EPI_ISL_900503	Hôpital Paris Saint-Joseph	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
271369	France/IDF-9132/2020	EPI_ISL_593903	Hospital, Argenteuil	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Sylvie Behillil et al
271380	France/IDF-9146/2020	EPI_ISL_593911	Hospital, Le Chesnay Cédex	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Sylvie Behillil et al
271381	France/IDF-9147/2020	EPI_ISL_593912	Hospital, Marange Silvange	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Sylvie Behillil et al
271382	France/IDF-9149/2020	EPI_ISL_593929	Labo Analyses Med, Puteaux	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Sylvie Behillil et al
271387	France/IDF-9164/2020	EPI_ISL_593916	Hospital, Sarreguemines	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Sylvie Behillil et al
271390	France/IDF-9172/2020	EPI_ISL_593918	Hospital, Joeuf	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Sylvie Behillil et al
271393	France/IDF-9183/2020	EPI_ISL_593921	Hospital, Fameck	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Sylvie Behillil et al
271398	France/IDF-9198/2020	EPI_ISL_593931	Labo Analyses Med, Puteaux	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Sylvie Behillil et al
271400	France/IDF-9202/2020	EPI_ISL_593933	Labo Analyses Med, Puteaux	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Sylvie Behillil et al
271853	France/IDF-IPP11370/2020	EPI_ISL_792054	hospital	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
271854	France/IDF-IPP9453/2020	EPI_ISL_623103	General practitioner	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
272265	France/NAQ-IPP00014/2020	EPI_ISL_890895	Laboratory Analyses Med	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Marion Barbet et al
272488	France/OCC-167/2020	EPI_ISL_751486	CHU Purpan - Laboratoire de Virologie - Institut Fédératif de Biologie	CHU Purpan - Laboratoire de Virologie - Institut Fédératif de Biologie	Latour J. et al
273339	France/PAC-IHU-0977/2020	EPI_ISL_569024	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273363	France/PAC-IHU-1086/2020	EPI_ISL_569048	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273371	France/PAC-IHU-1134/2020	EPI_ISL_569056	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273374	France/PAC-IHU-1143/2020	EPI_ISL_569059	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273385	France/PAC-IHU-1166/2020	EPI_ISL_569070	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273387	France/PAC-IHU-1169/2020	EPI_ISL_569072	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273397	France/PAC-IHU-1195/2020	EPI_ISL_569082	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273399	France/PAC-IHU-1206/2020	EPI_ISL_569084	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273410	France/PAC-IHU-1236/2020	EPI_ISL_569095	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273411	France/PAC-IHU-1250/2020	EPI_ISL_569096	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273415	France/PAC-IHU-1266/2020	EPI_ISL_569100	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273424	France/PAC-IHU-1292/2020	EPI_ISL_569109	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273426	France/PAC-IHU-1296/2020	EPI_ISL_569111	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273431	France/PAC-IHU-1325/2020	EPI_ISL_569116	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273432	France/PAC-IHU-1327/2020	EPI_ISL_569117	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273434	France/PAC-IHU-1329/2020	EPI_ISL_569119	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273440	France/PAC-IHU-1340/2020	EPI_ISL_569125	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273441	France/PAC-IHU-1341/2020	EPI_ISL_569126	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273443	France/PAC-IHU-1344/2020	EPI_ISL_569128	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273456	France/PAC-IHU-1362/2020	EPI_ISL_569141	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273458	France/PAC-IHU-1364/2020	EPI_ISL_569143	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273459	France/PAC-IHU-1365/2020	EPI_ISL_569144	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273485	France/PAC-IHU-1446/2020	EPI_ISL_569170	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273492	France/PAC-IHU-1481/2020	EPI_ISL_569177	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273498	France/PAC-IHU-1511/2020	EPI_ISL_569183	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273503	France/PAC-IHU-1524/2020	EPI_ISL_569188	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273505	France/PAC-IHU-1527/2020	EPI_ISL_569190	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273507	France/PAC-IHU-1540/2020	EPI_ISL_569192	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273508	France/PAC-IHU-1548/2020	EPI_ISL_569193	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273509	France/PAC-IHU-1549/2020	EPI_ISL_569194	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273511	France/PAC-IHU-1560/2020	EPI_ISL_569196	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273520	France/PAC-IHU-1572/2020	EPI_ISL_569205	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273525	France/PAC-IHU-1581/2020	EPI_ISL_569210	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273550	France/PAC-IHU-1626/2020	EPI_ISL_569235	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273830	France/PAC-IHUCOVID-1181/2020	EPI_ISL_900158	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273876	France/PAC-IHUCOVID-1537/2020	EPI_ISL_900195	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273880	France/PAC-IHUCOVID-1544/2020	EPI_ISL_900161	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273905	France/PAC-IHUCOVID-1777/2020	EPI_ISL_900078	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
273971	France/PAC-IHUCOVID-2143/2020	EPI_ISL_896183	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274038	France/PAC-IHUCOVID-2441/2020	EPI_ISL_804489	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274050	France/PAC-IHUCOVID-2469/2020	EPI_ISL_804495	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274214	France/PAC-IHUCOVID-2796/2020	EPI_ISL_900157	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274216	France/PAC-IHUCOVID-2800/2020	EPI_ISL_900079	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274345	France/PAC-MEPHI-1702/2020	EPI_ISL_644426	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274387	France/PAC-MEPHI-1927/2020	EPI_ISL_644461	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274388	France/PAC-MEPHI-1928/2020	EPI_ISL_644375	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274401	France/PAC-MEPHI-2011/2020	EPI_ISL_644472	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274405	France/PAC-MEPHI-2019/2020	EPI_ISL_644476	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274412	France/PAC-MEPHI-2050/2020	EPI_ISL_644482	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274417	France/PAC-MEPHI-2061/2020	EPI_ISL_644487	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274418	France/PAC-MEPHI-2064/2020	EPI_ISL_644488	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274419	France/PAC-MEPHI-2069/2020	EPI_ISL_644489	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274432	France/PAC-MEPHI-2117/2020	EPI_ISL_644502	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
274435	France/PAC-MEPHI-2132/2020	EPI_ISL_644505	MEPHI, Aix Marseille University	MEPHI, Aix Marseille University	Anthony LEVASSEUR et al
276879	Germany/BW-FR0096/2020	EPI_ISL_852657	Institute of Virology, Medical Center, University of Freiburg, Freiburg, Germany	Institute of Virology, Clinial Virus Genomics, Medical Center, University of Freiburg, Freiburg, Germany	Jonas Fuchs et al
276880	Germany/BW-FR0097/2020	EPI_ISL_852656	Institute of Virology, Medical Center, University of Freiburg, Freiburg, Germany	Institute of Virology, Clinial Virus Genomics, Medical Center, University of Freiburg, Freiburg, Germany	Jonas Fuchs et al
276881	Germany/BW-FR0098/2020	EPI_ISL_852655	Institute of Virology, Medical Center, University of Freiburg, Freiburg, Germany	Institute of Virology, Clinial Virus Genomics, Medical Center, University of Freiburg, Freiburg, Germany	Jonas Fuchs et al
277567	Germany/BY-MVP-0420/2020	EPI_ISL_852569	Max von Pettenkofer Institute, Virology, National Reference Center for Retroviruses, LMU München	Laboratory for Functional Genome Analysis, Dept. Genomics, Gene Center of the LMU Munich	Max Muenchhoff et al
277699	Germany/HE-Cento-37589124/2020	EPI_ISL_815278	Centogene	Centogene	Peter Bauer et al
277722	Germany/HE-Cento-39754236/2020	EPI_ISL_815325	Centogene	Centogene	Peter Bauer et al
277737	Germany/HE-ChVir22616/2021	EPI_ISL_909760	Charité Universitätsmedizin Berlin, Institut für Virologie/Labor Berlin	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al
277767	Germany/HH-Cento-35047328/2020	EPI_ISL_815305	Centogene	Centogene	Peter Bauer et al
277818	Germany/HH-HPI-p2856/2020	EPI_ISL_959960	University Medical Center Hamburg Eppendorf	Heinrich Pette Institute, Leibniz Institute for Experimental Virology	Alexis Robitaille et al
277956	Germany/HH-HPI-p2997/2020	EPI_ISL_960068	University Medical Center Hamburg Eppendorf	Heinrich Pette Institute, Leibniz Institute for Experimental Virology	Alexis Robitaille et al
279036	Germany/NW-Cento-39753842/2020	EPI_ISL_815322	Centogene	Centogene	Peter Bauer et al
